term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
pore continuity,TRUE,0.95,https://soilwise-he.github.io/soil-health#PoreContinuity,pore continuity,
pore continuity functional quality,FALSE,0.9,https://soilwise-he.github.io/soil-health#PoreContinuityFunctionalQuality,pore continuity functional quality,
pore diameters,TRUE,0.94,https://soilwise-he.github.io/soil-health#PoreDiameters,pore diameters,
pore geometry,TRUE,0.95,https://soilwise-he.github.io/soil-health#PoreGeometry,pore geometry,
pore volume,TRUE,0.95,https://soilwise-he.github.io/soil-health#PoreVolume,pore volume,
positively charged soil particles,FALSE,0.9,https://soilwise-he.github.io/soil-health#PositivelyChargedSoilParticles,positively charged soil particles,
pot worms,TRUE,0.92,https://soilwise-he.github.io/soil-health#PotWorms,pot worms,
potassium,TRUE,0.95,https://soilwise-he.github.io/soil-health#Potassium,potassium,
potassium availability,TRUE,0.95,https://soilwise-he.github.io/soil-health#PotassiumAvailability,potassium availability,
potassium cations,TRUE,0.95,https://soilwise-he.github.io/soil-health#PotassiumCations,potassium cations,
potential agricultural production capacity,FALSE,0.85,https://soilwise-he.github.io/soil-health#PotentialAgriculturalProductionCapacity,potential agricultural production capacity,
potential enzyme activity,TRUE,0.85,https://soilwise-he.github.io/soil-health#PotentialEnzymeActivity,potential enzyme activity,
potential soil erosion rate,TRUE,0.92,https://soilwise-he.github.io/soil-health#PotentialSoilErosionRate,potential soil erosion rate,
potential yields,FALSE,0.85,https://soilwise-he.github.io/soil-health#PotentialYields,potential yields,
precipitation,FALSE,0.85,https://soilwise-he.github.io/soil-health#Precipitation,precipitation,
precompression stress,TRUE,0.98,https://soilwise-he.github.io/soil-health#PrecompressionStress,precompression stress,
predators,FALSE,0.85,https://soilwise-he.github.io/soil-health#Predators,predators,
preliminary investigation,FALSE,0.98,https://soilwise-he.github.io/soil-health#PreliminaryInvestigation,preliminary investigation,
presence,FALSE,0.98,https://soilwise-he.github.io/soil-health#Presence,presence,
pressures,FALSE,0.9,https://soilwise-he.github.io/soil-health#Pressures,pressures,
primary productivity,FALSE,0.85,https://soilwise-he.github.io/soil-health#PrimaryProductivity,primary productivity,
primary soil data,FALSE,0.9,https://soilwise-he.github.io/soil-health#PrimarySoilData,primary soil data,
private gardens,FALSE,0.92,https://soilwise-he.github.io/soil-health#PrivateGardens,private gardens,
private homes,FALSE,1,https://soilwise-he.github.io/soil-health#PrivateHomes,private homes,
process,FALSE,0.95,https://soilwise-he.github.io/soil-health#Process,process,
production increase,FALSE,0.95,https://soilwise-he.github.io/soil-health#ProductionIncrease,production increase,
production service,FALSE,0.85,https://soilwise-he.github.io/soil-health#ProductionService,production service,
productive soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#ProductiveSoils,productive soils,
productivity,FALSE,0.8,https://soilwise-he.github.io/soil-health#Productivity,productivity,
progress in the management of contaminated sites,FALSE,0.97,https://soilwise-he.github.io/soil-health#ProgressInTheManagementOfContaminatedSites,progress in the management of contaminated sites,
protected areas,FALSE,0.8,https://soilwise-he.github.io/soil-health#ProtectedAreas,protected areas,
protection objectives,FALSE,0.95,https://soilwise-he.github.io/soil-health#ProtectionObjectives,protection objectives,
protection target exposure,FALSE,0.85,https://soilwise-he.github.io/soil-health#ProtectionTargetExposure,protection target exposure,
protection targets,FALSE,0.85,https://soilwise-he.github.io/soil-health#ProtectionTargets,protection targets,protection target
protists,TRUE,0.85,https://soilwise-he.github.io/soil-health#Protists,protists,
provisioning services,FALSE,0.8,https://soilwise-he.github.io/soil-health#ProvisioningServices,provisioning services,
proximity pollution,FALSE,0.92,https://soilwise-he.github.io/soil-health#ProximityPollution,proximity pollution,
public buildings,FALSE,1,https://soilwise-he.github.io/soil-health#PublicBuildings,public buildings,
(R)USLE factors,FALSE,0.85,https://soilwise-he.github.io/soil-health#RUSLEFactors,(R)USLE factors,
railway track ballast,FALSE,0.85,https://soilwise-he.github.io/soil-health#RailwayTrackBallast,railway track ballast,
rainwater infiltration,TRUE,0.92,https://soilwise-he.github.io/soil-health#RainwaterInfiltration,rainwater infiltration,
rate of loss of topsoil mass,TRUE,0.85,https://soilwise-he.github.io/soil-health#RateOfLossOfTopsoilMass,rate of loss of topsoil mass,
raw soils,TRUE,0.92,https://soilwise-he.github.io/soil-health#RawSoils,raw soils,
reactive available P stock,TRUE,0.85,https://soilwise-he.github.io/soil-health#ReactiveAvailablePStock,reactive available P stock,
reactive ions,FALSE,0.7,https://soilwise-he.github.io/soil-health#ReactiveIons,reactive ions,
readily available P stock,FALSE,0.85,https://soilwise-he.github.io/soil-health#ReadilyAvailablePStock,readily available P stock,
rearrangement,FALSE,0.9,https://soilwise-he.github.io/soil-health#Rearrangement,rearrangement,
recent soils,FALSE,0.8,https://soilwise-he.github.io/soil-health#RecentSoils,recent soils,
recompression range,TRUE,0.85,https://soilwise-he.github.io/soil-health#RecompressionRange,recompression range,
recreation,FALSE,0.97,https://soilwise-he.github.io/soil-health#Recreation,recreation,
recultivation,FALSE,0.85,https://soilwise-he.github.io/soil-health#Recultivation,recultivation,
red light,FALSE,0.93,https://soilwise-he.github.io/soil-health#RedLight,red light,
redox potential,TRUE,0.99,https://soilwise-he.github.io/soil-health#RedoxPotential,redox potential,
reduced organic matter content,FALSE,0.99,https://soilwise-he.github.io/soil-health#ReducedOrganicMatterContent,reduced organic matter content,
reduction in soil organic matter,FALSE,1,https://soilwise-he.github.io/soil-health#ReductionInSoilOrganicMatter,reduction in soil organic matter,
reflective behaviour,FALSE,0.95,https://soilwise-he.github.io/soil-health#ReflectiveBehaviour,reflective behaviour,
region,FALSE,0.98,https://soilwise-he.github.io/soil-health#Region,region,
regional conditions,FALSE,0.85,https://soilwise-he.github.io/soil-health#RegionalConditions,regional conditions,
regional soil mapping,FALSE,0.85,https://soilwise-he.github.io/soil-health#RegionalSoilMapping,regional soil mapping,
registration procedure,FALSE,0.97,https://soilwise-he.github.io/soil-health#RegistrationProcedure,registration procedure,
Regosols,TRUE,0.98,https://soilwise-he.github.io/soil-health#Regosols,Regosols,
regulated chemicals,FALSE,0.88,https://soilwise-he.github.io/soil-health#RegulatedChemicals,regulated chemicals,
regulating services,FALSE,0.85,https://soilwise-he.github.io/soil-health#RegulatingServices,regulating services,
relict soils,TRUE,0.98,https://soilwise-he.github.io/soil-health#RelictSoils,relict soils,
remote locations,FALSE,0.97,https://soilwise-he.github.io/soil-health#RemoteLocations,remote locations,
residential areas,FALSE,0.92,https://soilwise-he.github.io/soil-health#ResidentialAreas,residential areas,
respiration,FALSE,0.7,https://soilwise-he.github.io/soil-health#Respiration,respiration,
responsive soil attributes,FALSE,0.8,https://soilwise-he.github.io/soil-health#ResponsiveSoilAttributes,responsive soil attributes,
resulting landform,FALSE,0.95,https://soilwise-he.github.io/soil-health#ResultingLandform,resulting landform,
retention processes,TRUE,0.8,https://soilwise-he.github.io/soil-health#RetentionProcesses,retention processes,
reverse land take,FALSE,0.8,https://soilwise-he.github.io/soil-health#ReverseLandTake,reverse land take,
rigid soil structure conditions,FALSE,0.95,https://soilwise-he.github.io/soil-health#RigidSoilStructureConditions,rigid soil structure conditions,
rill erosion,TRUE,0.97,https://soilwise-he.github.io/soil-health#RillErosion,rill erosion,
rill erosion extent,FALSE,0.92,https://soilwise-he.github.io/soil-health#RillErosionExtent,rill erosion extent,
rill erosion frequency,TRUE,0.88,https://soilwise-he.github.io/soil-health#RillErosionFrequency,rill erosion frequency,
rill erosion severity,FALSE,0.98,https://soilwise-he.github.io/soil-health#RillErosionSeverity,rill erosion severity,
risk assessment,FALSE,0.85,https://soilwise-he.github.io/soil-health#RiskAssessment,risk assessment,
risk assessment model for heavy metals,FALSE,0.93,https://soilwise-he.github.io/soil-health#RiskAssessmentModelForHeavyMetals,risk assessment model for heavy metals,
risk assessment model for organic pollutants,FALSE,0.92,https://soilwise-he.github.io/soil-health#RiskAssessmentModelForOrganicPollutants,risk assessment model for organic pollutants,
risk assessment procedures,FALSE,0.92,https://soilwise-he.github.io/soil-health#RiskAssessmentProcedures,risk assessment procedures,
risk assessment tools,FALSE,0.9,https://soilwise-he.github.io/soil-health#RiskAssessmentTools,risk assessment tools,
risk level,FALSE,0.93,https://soilwise-he.github.io/soil-health#RiskLevel,risk level,
risk limits,FALSE,0.9,https://soilwise-he.github.io/soil-health#RiskLimits,risk limits,
river deltas,FALSE,0.7,https://soilwise-he.github.io/soil-health#RiverDeltas,river deltas,
river floodplain soils,TRUE,0.85,https://soilwise-he.github.io/soil-health#RiverFloodplainSoils,river floodplain soils,
river sedimentation,FALSE,0.85,https://soilwise-he.github.io/soil-health#RiverSedimentation,river sedimentation,
rivers,FALSE,0.95,https://soilwise-he.github.io/soil-health#Rivers,rivers,
road clearance operations,FALSE,0.98,https://soilwise-he.github.io/soil-health#RoadClearanceOperations,road clearance operations,
rock type,TRUE,0.92,https://soilwise-he.github.io/soil-health#RockType,rock type,
root crops,FALSE,0.75,https://soilwise-he.github.io/soil-health#RootCrops,root crops,
root growth,TRUE,0.9,https://soilwise-he.github.io/soil-health#RootGrowth,root growth,
root turnover,TRUE,0.93,https://soilwise-he.github.io/soil-health#RootTurnover,root turnover,
rooting,FALSE,0.85,https://soilwise-he.github.io/soil-health#Rooting,rooting,
rooting depth,TRUE,0.97,https://soilwise-he.github.io/soil-health#RootingDepth,rooting depth,
roots,TRUE,0.9,https://soilwise-he.github.io/soil-health#Roots,roots,root
run-off,TRUE,0.95,https://soilwise-he.github.io/soil-health#Runoff,run-off,
rural areas,FALSE,0.95,https://soilwise-he.github.io/soil-health#RuralAreas,rural areas,
SOC chemical composition,FALSE,0.8,https://soilwise-he.github.io/soil-health#SOCChemicalComposition,SOC chemical composition,
SOC/clay ratio,TRUE,0.9,https://soilwise-he.github.io/soil-health#SOCClayRatio,SOC/clay ratio,
SOC content loss,FALSE,0.92,https://soilwise-he.github.io/soil-health#SOCContentLoss,SOC content loss,
soil organic carbon contents,TRUE,0.9,https://soilwise-he.github.io/soil-health#SOCContents,soil organic carbon contents,SOC content;SOC contents;soil organic carbon content
SOC critical ranges,FALSE,0.9,https://soilwise-he.github.io/soil-health#SOCCriticalRanges,SOC critical ranges,
SOC decomposition,TRUE,0.92,https://soilwise-he.github.io/soil-health#SOCDecomposition,SOC decomposition,
SOC dynamics,FALSE,0.85,https://soilwise-he.github.io/soil-health#SOCDynamics,SOC dynamics,
SOC levels,FALSE,0.9,https://soilwise-he.github.io/soil-health#SOCLevels,SOC levels,
soil organic carbon losses,TRUE,0.9,https://soilwise-he.github.io/soil-health#SOCLosses,soil organic carbon losses,SOC loss;SOC losses;soil organic carbon loss
SOC sequestration potentials,FALSE,0.83,https://soilwise-he.github.io/soil-health#SOCSequestrationPotentials,SOC sequestration potentials,
soil organic carbon stocks,TRUE,0.98,https://soilwise-he.github.io/soil-health#SOCStocks,soil organic carbon stocks,SOC stocks
SOC threshold derivation,FALSE,0.93,https://soilwise-he.github.io/soil-health#SOCThresholdDerivation,SOC threshold derivation,
soil organic carbon thresholds,FALSE,0.92,https://soilwise-he.github.io/soil-health#SOCThresholds,soil organic carbon thresholds,SOC thresholds
SOC to SOM conversion,FALSE,0.92,https://soilwise-he.github.io/soil-health#SOCToSOMConversion,SOC to SOM conversion,
SOC turnover,TRUE,0.9,https://soilwise-he.github.io/soil-health#SOCTurnover,SOC turnover,
SOC-depleted soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#SOCdepletedSoils,SOC-depleted soils,
SOM C/N ratio,TRUE,0.95,https://soilwise-he.github.io/soil-health#SOMCNRatio,SOM C/N ratio,
SOM chemical composition,TRUE,0.9,https://soilwise-he.github.io/soil-health#SOMChemicalComposition,SOM chemical composition,
soil organic matter contents,FALSE,0.95,https://soilwise-he.github.io/soil-health#SOMContents,soil organic matter contents,SOM content;SOM contents
SOM thresholds,FALSE,0.92,https://soilwise-he.github.io/soil-health#SOMThresholds,SOM thresholds,
SSV critical risk level,FALSE,0.93,https://soilwise-he.github.io/soil-health#SSVCriticalRiskLevel,SSV critical risk level,
SSV intermediate risk level,FALSE,0.97,https://soilwise-he.github.io/soil-health#SSVIntermediateRiskLevel,SSV intermediate risk level,
SSVs for food production,FALSE,0.95,https://soilwise-he.github.io/soil-health#SSVsForFoodProduction,SSVs for food production,
SSVs for industry,FALSE,0.95,https://soilwise-he.github.io/soil-health#SSVsForIndustry,SSVs for industry,
SSVs for metals,FALSE,0.85,https://soilwise-he.github.io/soil-health#SSVsForMetals,SSVs for metals,
SSVs for nature,FALSE,0.15,https://soilwise-he.github.io/soil-health#SSVsForNature,SSVs for nature,
SSVs for organic pollutants,FALSE,0.85,https://soilwise-he.github.io/soil-health#SSVsForOrganicPollutants,SSVs for organic pollutants,
salt-rich irrigation water,FALSE,0.95,https://soilwise-he.github.io/soil-health#SaltrichIrrigationWater,salt-rich irrigation water,
salts,TRUE,0.92,https://soilwise-he.github.io/soil-health#Salts,salts,
sampling protocol development,FALSE,0.98,https://soilwise-he.github.io/soil-health#SamplingProtocolDevelopment,sampling protocol development,
sand,TRUE,1,https://soilwise-he.github.io/soil-health#Sand,sand,
sandy soils,TRUE,0.93,https://soilwise-he.github.io/soil-health#SandySoils,sandy soils,
satellite sensors,FALSE,0.9,https://soilwise-he.github.io/soil-health#SatelliteSensors,satellite sensors,
saturated hydraulic conductivity,TRUE,1,https://soilwise-he.github.io/soil-health#SaturatedHydraulicConductivity,saturated hydraulic conductivity,
saturated macro-pores,TRUE,0.92,https://soilwise-he.github.io/soil-health#SaturatedMacropores,saturated macro-pores,
scale-dependent value,FALSE,0.95,https://soilwise-he.github.io/soil-health#ScaledependentValue,scale-dependent value,
scale-spanning parameter,FALSE,0.7,https://soilwise-he.github.io/soil-health#ScalespanningParameter,scale-spanning parameter,
scattered agricultural buildings,FALSE,0.98,https://soilwise-he.github.io/soil-health#ScatteredAgriculturalBuildings,scattered agricultural buildings,
scattered settlements,FALSE,0.92,https://soilwise-he.github.io/soil-health#ScatteredSettlements,scattered settlements,
sealed area per capita,FALSE,0.92,https://soilwise-he.github.io/soil-health#SealedAreaPerCapita,sealed area per capita,
sealed area per total area,FALSE,0.92,https://soilwise-he.github.io/soil-health#SealedAreaPerTotalArea,sealed area per total area,
sealed land,FALSE,0.85,https://soilwise-he.github.io/soil-health#SealedLand,sealed land,
sealed soil,TRUE,0.75,https://soilwise-he.github.io/soil-health#SealedSoil,sealed soil,
sealed soil area,FALSE,0.8,https://soilwise-he.github.io/soil-health#SealedSoilArea,sealed soil area,
